bowler_type,strike_rate,strike_rate_std,wickets,deliveries_per_wicket,deliveries,batter,index
Right arm Fast,125.0,1.8929694486000912,1,4.0,4,RD Chahar,
Right arm Legbreak,0.0,,0,inf,1,RD Chahar,
Right arm Legbreak,0.0,0.0,1,2.0,2,CV Varun,
Right arm Fast,62.5,0.5175491695067657,0,inf,8,C Sakariya,
Right arm Legbreak,0.0,0.0,0,inf,2,C Sakariya,
Left arm Fast,140.0,1.6733200530681511,0,inf,5,JR Hazlewood,
Right arm Fast,0.0,,1,1.0,1,JR Hazlewood,
Right arm Legbreak,260.0,2.4083189157584592,0,inf,5,JR Hazlewood,
Right arm Offbreak,0.0,,1,1.0,1,JR Hazlewood,
Left arm Fast,60.0,0.8432740427115678,1,10.0,10,JP Behrendorff,
Right arm Legbreak,100.0,,0,inf,1,JP Behrendorff,
Left arm Fast,166.667,1.9694638556693236,1,12.0,12,Mohammad Wasim,
Right arm Fast,38.095,0.7400128699009548,2,10.5,21,Mohammad Wasim,
Left arm Fast,266.667,2.065591117977289,0,inf,6,JP Inglis,
Left arm Orthodox,125.0,1.5189281935440058,4,9.0,36,JP Inglis,
Right arm Fast,130.405,1.6315711045391577,7,21.143,148,JP Inglis,
Right arm Legbreak,198.551,1.936436642720398,3,23.0,69,JP Inglis,
Right arm Offbreak,161.111,1.9745107774984456,0,inf,18,JP Inglis,
Left arm Fast,28.571,0.48795003647426666,2,3.5,7,M Theekshana,
Left arm Orthodox,0.0,0.0,2,1.5,3,M Theekshana,
Right arm Fast,75.0,1.404358295529393,3,9.333,28,M Theekshana,
Right arm Legbreak,0.0,0.0,0,inf,2,M Theekshana,
Right arm Offbreak,100.0,1.4142135623730951,1,2.0,2,M Theekshana,
Left arm Fast,37.5,0.5175491695067657,0,inf,8,JDF Vandersay,
Right arm Fast,108.333,1.4433756729740643,1,12.0,12,JDF Vandersay,
Right arm Fast,93.333,1.4375905768565218,2,7.5,15,K Mishara,
Right arm Legbreak,0.0,,0,inf,1,K Mishara,
Right arm Fast,66.667,0.7237468644557459,1,15.0,15,J Liyanage,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,J Liyanage,
Right arm Offbreak,0.0,0.0,0,inf,5,P Jayawickrama,
Left arm Fast,320.0,2.1679483388678804,0,inf,5,KA Maharaj,
Left arm Orthodox,77.778,1.3017082793177757,0,inf,9,KA Maharaj,
Left arm Wrist spin,33.333,0.5773502691896258,1,3.0,3,KA Maharaj,
Right arm Fast,120.588,1.805369294291352,2,17.0,34,KA Maharaj,
Right arm Offbreak,12.5,0.3535533905932738,0,inf,8,KA Maharaj,
Right arm Fast,25.0,0.5,0,inf,4,R Rampaul,
Left arm Fast,46.154,1.1266014242982163,1,13.0,13,Mohammad Shahzad,
Left arm Orthodox,93.333,1.7511900715418265,1,15.0,15,Mohammad Shahzad,
Right arm Fast,75.0,1.4464111667011892,2,10.0,20,Mohammad Shahzad,
Right arm Legbreak,57.143,0.5345224838248488,0,inf,7,Mohammad Shahzad,
Right arm Offbreak,50.0,0.5773502691896257,0,inf,4,Mohammad Shahzad,
Left arm Wrist spin,33.333,0.5773502691896258,0,inf,3,Sharafuddin Ashraf,
Right arm Fast,166.667,2.0816659994661326,1,3.0,3,Sharafuddin Ashraf,
Right arm Legbreak,62.5,1.407885953173359,0,inf,8,Sharafuddin Ashraf,
Left arm Fast,66.667,0.5773502691896258,0,inf,3,RL Chase,
Right arm Fast,139.13,1.6986393066425687,4,5.75,23,RL Chase,
Right arm Legbreak,11.111,0.33333333333333337,1,9.0,9,RL Chase,
Right arm Offbreak,0.0,,0,inf,1,RL Chase,
Left arm Fast,160.0,1.6982963599783722,1,20.0,20,CR Woakes,
Left arm Orthodox,60.0,0.8944271909999159,0,inf,5,CR Woakes,
Right arm Fast,140.385,1.7741014338069563,3,17.333,52,CR Woakes,
Right arm Legbreak,75.0,0.5,0,inf,4,CR Woakes,
Right arm Offbreak,50.0,0.5773502691896257,0,inf,4,CR Woakes,
Left arm Fast,168.182,1.7562504332855224,2,11.0,22,DJ Hooda,
Left arm Orthodox,37.5,0.5175491695067657,1,8.0,8,DJ Hooda,
Right arm Fast,113.043,1.4698253207201024,4,11.5,46,DJ Hooda,
Right arm Legbreak,129.412,1.829094922439543,1,17.0,17,DJ Hooda,
Right arm Offbreak,223.529,2.537947294682897,0,inf,17,DJ Hooda,
Left arm Fast,100.0,1.414213562373095,0,inf,7,HV Patel,
Left arm Orthodox,100.0,2.0,0,inf,4,HV Patel,
Right arm Fast,127.907,1.8169254694905013,4,10.75,43,HV Patel,
Right arm Offbreak,300.0,1.7320508075688772,0,inf,3,HV Patel,
Left arm Fast,183.333,1.834847859269718,0,inf,6,Arshdeep Singh,
Right arm Fast,85.0,1.4244112357114616,2,10.0,20,Arshdeep Singh,
Right arm Fast,66.667,1.1547005383792517,1,3.0,3,RJ Gleeson,
Left arm Fast,100.0,0.0,0,inf,2,Avesh Khan,
Right arm Fast,150.0,2.258317958127243,1,6.0,6,Avesh Khan,
Left arm Fast,100.0,0.7071067811865476,0,inf,5,Ravi Bishnoi,
Right arm Fast,75.0,0.9574271077563382,1,4.0,4,Ravi Bishnoi,
Left arm Fast,118.644,1.8520685199135332,9,6.556,59,RR Rossouw,
Left arm Orthodox,181.818,1.9908883353006925,0,inf,11,RR Rossouw,
Right arm Fast,196.875,2.1198466925700075,4,24.0,96,RR Rossouw,
Right arm Legbreak,100.0,1.2060453783110545,2,6.0,12,RR Rossouw,
Right arm Offbreak,122.222,1.7171831436157148,2,13.5,27,RR Rossouw,
Left arm Fast,181.818,1.9429080716523297,1,22.0,22,T Stubbs,
Left arm Orthodox,122.222,1.6414763002993509,0,inf,9,T Stubbs,
Left arm Wrist spin,50.0,0.7071067811865476,0,inf,2,T Stubbs,
Right arm Fast,121.569,1.7241081809468464,5,10.2,51,T Stubbs,
Right arm Legbreak,200.0,2.29906813420444,1,15.0,15,T Stubbs,
Right arm Offbreak,314.286,2.734262327610589,1,7.0,7,T Stubbs,
Left arm Fast,156.25,1.75,1,16.0,16,VR Iyer,
Left arm Orthodox,187.5,2.03100960115899,0,inf,8,VR Iyer,
Right arm Fast,150.0,1.819209666180292,1,22.0,22,VR Iyer,
Right arm Legbreak,166.667,2.160246899469287,0,inf,6,VR Iyer,
Left arm Fast,155.556,1.6169041669088866,0,inf,18,R Ravindra,
Left arm Orthodox,50.0,0.7071067811865476,1,2.0,2,R Ravindra,
Right arm Fast,125.532,1.6999755126929863,5,9.4,47,R Ravindra,
Right arm Legbreak,246.667,2.3563490726929555,0,inf,15,R Ravindra,
Right arm Offbreak,157.143,1.2724180205607034,0,inf,7,R Ravindra,
Left arm Fast,121.429,2.0821058655036815,1,14.0,14,AF Milne,
Left arm Orthodox,37.5,0.744023809142845,1,8.0,8,AF Milne,
Right arm Fast,83.871,1.344043010064494,4,7.75,31,AF Milne,
Right arm Legbreak,45.455,0.5222329678670935,2,5.5,11,AF Milne,
Right arm Offbreak,150.0,2.258317958127243,1,6.0,6,AF Milne,
Left arm Fast,0.0,0.0,2,1.0,2,DC Drakes,
Left arm Orthodox,100.0,1.7320508075688772,0,inf,9,DC Drakes,
Left arm Wrist spin,0.0,,1,1.0,1,DC Drakes,
Right arm Fast,83.333,1.6020819787597222,2,3.0,6,DC Drakes,
Right arm Legbreak,33.333,0.5773502691896258,0,inf,3,DC Drakes,
Left arm Fast,250.0,1.7320508075688772,0,inf,4,M Jansen,
Right arm Fast,66.667,0.5773502691896258,0,inf,3,M Jansen,
Right arm Legbreak,114.286,1.3451854182690985,1,7.0,7,M Jansen,
Left arm Fast,114.286,1.5424722944742897,6,9.333,56,Mohammad Nawaz,
Left arm Wrist spin,130.0,2.057506581601462,1,10.0,10,Mohammad Nawaz,
Right arm Fast,153.03,1.807843568536384,4,16.5,66,Mohammad Nawaz,
Right arm Legbreak,35.714,0.4972451580988469,3,4.667,14,Mohammad Nawaz,
Right arm Offbreak,81.818,1.3675269175156555,0,inf,22,Mohammad Nawaz,
Left arm Fast,136.364,1.433368568981982,0,inf,11,DC Thomas,
Left arm Orthodox,42.105,0.6924826089821247,1,19.0,19,DC Thomas,
Right arm Fast,135.294,1.9981609191512901,3,5.667,17,DC Thomas,
Right arm Legbreak,133.333,2.3094010767585034,1,3.0,3,DC Thomas,
Right arm Offbreak,25.0,0.5,1,4.0,4,DC Thomas,
Left arm Fast,116.667,1.4245742398014511,0,inf,18,SSJ Brooks,
Left arm Orthodox,63.265,1.2532271267781099,4,12.25,49,SSJ Brooks,
Right arm Fast,91.667,1.5103222988248848,1,60.0,60,SSJ Brooks,
Right arm Legbreak,126.087,1.93572611004825,1,23.0,23,SSJ Brooks,
Right arm Offbreak,154.545,1.916436086262016,0,inf,11,SSJ Brooks,
Right arm Fast,100.0,,0,inf,1,M Labuschagne,
Right arm Legbreak,25.0,0.5,1,4.0,4,M Labuschagne,
Left arm Fast,40.0,0.5477225575051661,2,2.5,5,C Green,
Left arm Orthodox,183.333,2.093407017561676,1,18.0,18,C Green,
Right arm Fast,171.739,2.1360716121813774,4,11.5,46,C Green,
Right arm Legbreak,183.333,2.443296332763787,0,inf,12,C Green,
Right arm Offbreak,300.0,,0,inf,1,C Green,
Left arm Fast,0.0,0.0,0,inf,2,BJ Dwarshuis,
Right arm Fast,33.333,0.5773502691896258,2,1.5,3,BJ Dwarshuis,
Left arm Fast,190.909,2.0211945163015046,2,16.5,33,TH David,
Left arm Orthodox,100.0,1.4309504001254019,3,14.333,43,TH David,
Left arm Wrist spin,192.857,2.4640269015229057,1,14.0,14,TH David,
Right arm Fast,184.615,2.0497601794029685,6,23.833,143,TH David,
Right arm Legbreak,104.878,1.3407315076516089,2,20.5,41,TH David,
Left arm Fast,171.111,2.2044105148208413,4,22.5,90,FH Allen,
Left arm Orthodox,181.481,2.32109120619255,0,inf,27,FH Allen,
Right arm Fast,155.705,2.1033517342680113,9,16.556,149,FH Allen,
Right arm Legbreak,177.273,2.1587434215703265,2,11.0,22,FH Allen,
Right arm Offbreak,172.222,2.4206356859682554,2,9.0,18,FH Allen,
Left arm Fast,66.667,1.3228756555322954,1,9.0,9,Usman Ghani,
Left arm Orthodox,150.0,0.7071067811865476,0,inf,2,Usman Ghani,
Right arm Fast,94.231,1.392042673710064,2,26.0,52,Usman Ghani,
Right arm Legbreak,82.609,0.936733876686023,2,11.5,23,Usman Ghani,
Right arm Offbreak,57.143,0.5345224838248488,0,inf,7,Usman Ghani,
Left arm Fast,57.143,0.5345224838248488,2,3.5,7,Azmatullah Omarzai,
Left arm Orthodox,130.0,1.0593499054713802,0,inf,10,Azmatullah Omarzai,
Right arm Fast,76.596,1.3706990593100077,5,9.4,47,Azmatullah Omarzai,
Right arm Legbreak,143.75,1.5041608956491324,0,inf,16,Azmatullah Omarzai,
Right arm Offbreak,0.0,,1,1.0,1,Azmatullah Omarzai,
Left arm Fast,0.0,0.0,1,2.0,2,Fazalhaq Farooqi,
Left arm Orthodox,100.0,,0,inf,1,Fazalhaq Farooqi,
Right arm Fast,33.333,0.816496580927726,1,6.0,6,Fazalhaq Farooqi,
Left arm Fast,110.0,1.169045194450012,3,23.333,70,Shan Masood,
Left arm Orthodox,100.0,1.414213562373095,1,7.0,7,Shan Masood,
Right arm Fast,105.556,1.3203594142450772,3,24.0,72,Shan Masood,
Right arm Legbreak,136.842,1.6178239076925414,0,inf,38,Shan Masood,
Right arm Offbreak,162.5,1.714706211368101,0,inf,24,Shan Masood,
Left arm Fast,0.0,,0,inf,1,Mohammed Shami,
Right arm Fast,0.0,,0,inf,1,Mohammed Shami,
Left arm Fast,54.545,1.2238608980744086,0,inf,22,Mohammad Haris,
Left arm Orthodox,87.5,0.6408699444616557,1,8.0,8,Mohammad Haris,
Right arm Fast,200.0,2.309401076758503,3,11.333,34,Mohammad Haris,
Right arm Legbreak,40.0,0.5477225575051661,1,5.0,5,Mohammad Haris,
Right arm Offbreak,0.0,,1,1.0,1,Mohammad Haris,
Left arm Fast,280.0,2.949576240750525,0,inf,5,Naseem Shah,
Right arm Fast,90.0,1.5238839267549948,2,5.0,10,Naseem Shah,
Right arm Fast,108.333,1.0836246694508316,0,inf,12,Darwish Rasooli,
Right arm Legbreak,100.0,1.4142135623730951,0,inf,2,Darwish Rasooli,
Left arm Fast,25.0,0.5,0,inf,4,N Thushara,
Right arm Fast,140.0,1.6733200530681511,1,5.0,5,N Thushara,
Left arm Fast,88.889,0.6009252125773316,0,inf,9,RA Reifer,
Right arm Fast,127.273,1.7939291563999449,1,11.0,11,RA Reifer,
Right arm Legbreak,63.636,0.6741998624632421,0,inf,11,RA Reifer,
Right arm Offbreak,141.667,1.7816403745544227,0,inf,12,RA Reifer,
Left arm Fast,110.526,1.7917941611104424,1,19.0,19,AS Joseph,
Left arm Orthodox,42.857,0.5345224838248488,0,inf,7,AS Joseph,
Right arm Fast,90.0,1.4473205733717955,0,inf,20,AS Joseph,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,AS Joseph,
Right arm Offbreak,66.667,0.5773502691896258,0,inf,3,AS Joseph,
Left arm Fast,100.0,0.0,0,inf,2,Y Cariah,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,Y Cariah,
Left arm Fast,50.0,0.5477225575051661,1,6.0,6,NT Ellis,
Left arm Orthodox,66.667,0.5773502691896258,0,inf,3,NT Ellis,
Right arm Fast,57.895,0.6924826089821245,1,19.0,19,NT Ellis,
Left arm Fast,60.0,0.5477225575051661,0,inf,5,MG Bracewell,
Right arm Fast,118.182,2.1362669223756576,2,5.5,11,MG Bracewell,
Left arm Fast,142.105,1.6437014284732228,2,9.5,19,CJ Bowes,
Left arm Orthodox,80.0,0.8366600265340756,1,5.0,5,CJ Bowes,
Right arm Fast,84.848,1.2777228798044424,3,11.0,33,CJ Bowes,
Right arm Legbreak,150.0,1.7320508075688772,0,inf,4,CJ Bowes,
Right arm Offbreak,118.75,1.5152007567755943,0,inf,16,CJ Bowes,
Right arm Fast,100.0,0.0,0,inf,2,HB Shipley,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,PM Liyanagamage,
Right arm Fast,0.0,,1,1.0,1,PM Liyanagamage,
Left arm Fast,50.0,0.7071067811865476,1,2.0,2,D Madushanka,
Right arm Fast,0.0,0.0,1,3.0,3,D Madushanka,
Right arm Legbreak,100.0,,0,inf,1,D Madushanka,
Left arm Orthodox,118.919,1.7769799260705388,3,12.333,37,WG Jacks,
Right arm Fast,172.581,1.8569263766994875,3,20.667,62,WG Jacks,
Right arm Legbreak,33.333,0.5163977794943222,3,2.0,6,WG Jacks,
Right arm Fast,0.0,,1,1.0,1,OP Stone,
Left arm Orthodox,160.0,2.5099800796022267,0,inf,5,Aamer Jamal,
Left arm Wrist spin,160.0,2.5099800796022267,0,inf,5,Aamer Jamal,
Right arm Fast,190.0,2.0789954839350235,1,10.0,10,Aamer Jamal,
Right arm Legbreak,25.0,0.4629100498862757,1,8.0,8,Aamer Jamal,
Right arm Fast,125.0,1.8929694486000914,0,inf,4,M Pathirana,
Right arm Legbreak,60.0,0.894427190999916,0,inf,5,M Pathirana,
Right arm Offbreak,28.571,0.48795003647426666,1,7.0,7,M Pathirana,
Left arm Fast,266.667,3.0550504633038935,1,3.0,3,Shahnawaz Dhani,
Right arm Fast,266.667,3.0550504633038935,0,inf,3,Shahnawaz Dhani,
Right arm Fast,87.5,1.4577379737113252,1,8.0,8,Mohammed Siraj,
Left arm Orthodox,200.0,2.8284271247461903,0,inf,4,Rehan Ahmed,
Right arm Fast,185.714,2.4784787961282104,1,7.0,7,Rehan Ahmed,
Right arm Fast,0.0,,0,inf,1,BA Carse,
Left arm Fast,25.0,0.5,1,4.0,4,WA Young,
Left arm Orthodox,42.857,0.5345224838248488,1,7.0,7,WA Young,
Right arm Fast,75.0,1.1515584902738285,2,12.0,24,WA Young,
Right arm Legbreak,135.294,1.902011319320558,1,17.0,17,WA Young,
Left arm Fast,100.0,,0,inf,1,MJ Henry,
Left arm Orthodox,0.0,,1,1.0,1,MJ Henry,
Right arm Fast,0.0,,0,inf,1,MJ Henry,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,MJ Henry,
Right arm Offbreak,0.0,,1,1.0,1,MJ Henry,
Left arm Orthodox,0.0,0.0,0,inf,2,BG Lister,
Right arm Fast,0.0,0.0,1,2.0,2,BG Lister,
Left arm Fast,106.25,1.5692354826475214,1,16.0,16,Saim Ayub,
Left arm Orthodox,33.333,0.5773502691896258,1,3.0,3,Saim Ayub,
Right arm Fast,143.396,1.9661504164450603,4,13.25,53,Saim Ayub,
Right arm Legbreak,147.059,1.806849712165608,0,inf,17,Saim Ayub,
Right arm Offbreak,113.636,1.726418107099054,0,inf,22,Saim Ayub,
Left arm Fast,0.0,,0,inf,1,Zaman Khan,
Left arm Fast,75.0,0.9574271077563381,0,inf,4,CE McConchie,
Right arm Fast,180.0,2.04939015319192,1,5.0,5,CE McConchie,
Left arm Fast,187.755,2.087987997463352,0,inf,49,Shubman Gill,
Left arm Orthodox,102.273,1.2102015277810352,4,11.0,44,Shubman Gill,
Right arm Fast,140.698,1.874773128089302,3,28.667,86,Shubman Gill,
Right arm Legbreak,155.556,1.7225911474978353,1,18.0,18,Shubman Gill,
Right arm Offbreak,185.714,1.7032612545052803,2,7.0,14,Shubman Gill,
Left arm Fast,125.0,1.7525491637693285,0,inf,8,RA Tripathi,
Left arm Orthodox,275.0,2.7537852736430506,0,inf,4,RA Tripathi,
Right arm Fast,182.353,2.3514701283890216,2,8.5,17,RA Tripathi,
Right arm Legbreak,260.0,2.4083189157584592,1,5.0,5,RA Tripathi,
Right arm Offbreak,127.273,1.7939291563999449,0,inf,11,RA Tripathi,
Left arm Orthodox,100.0,0.0,0,inf,2,Shivam Mavi,
Right arm Fast,0.0,,0,inf,1,Shivam Mavi,
Right arm Fast,400.0,,0,inf,1,Umran Malik,
Left arm Fast,50.0,1.1677484162422844,0,inf,12,Tayyab Tahir,
Right arm Fast,77.778,0.97182531580755,1,9.0,9,Tayyab Tahir,
Right arm Legbreak,100.0,0.0,0,inf,2,Tayyab Tahir,
Right arm Offbreak,80.0,1.2292725943057183,1,10.0,10,Tayyab Tahir,
Left arm Orthodox,37.5,0.5175491695067657,0,inf,8,Sediqullah Atal,
Right arm Fast,63.636,1.4974726182552527,2,11.0,22,Sediqullah Atal,
Right arm Offbreak,0.0,,1,1.0,1,Sediqullah Atal,
Left arm Fast,192.857,2.0555473055307494,0,inf,14,MW Short,
Left arm Orthodox,84.615,1.5191090506255,0,inf,13,MW Short,
Right arm Fast,181.481,1.7105338131489614,3,9.0,27,MW Short,
Right arm Legbreak,33.333,0.7071067811865476,2,4.5,9,MW Short,
Right arm Offbreak,0.0,,1,1.0,1,MW Short,
Left arm Orthodox,25.0,0.46291004988627577,1,8.0,8,AM Hardie,
Left arm Wrist spin,125.0,1.8929694486000914,0,inf,4,AM Hardie,
Right arm Fast,163.636,2.062654952856986,1,11.0,11,AM Hardie,
Right arm Legbreak,109.091,1.5782614139961386,1,11.0,11,AM Hardie,
Right arm Fast,100.0,0.816496580927726,0,inf,4,D Brevis,
Right arm Legbreak,50.0,0.7071067811865476,1,2.0,2,D Brevis,
Left arm Fast,100.0,1.0,0,inf,3,G Coetzee,
Right arm Fast,114.286,2.193062655175134,2,3.5,7,G Coetzee,
Right arm Legbreak,100.0,0.0,0,inf,3,G Coetzee,
Left arm Fast,185.714,2.4784787961282104,0,inf,7,MP Breetzke,
Left arm Orthodox,100.0,0.0,0,inf,2,MP Breetzke,
Right arm Fast,111.111,1.6914819275153699,2,4.5,9,MP Breetzke,
Left arm Fast,100.0,1.0,0,inf,3,D Ferreira,
Left arm Orthodox,133.333,0.5773502691896258,0,inf,3,D Ferreira,
Left arm Wrist spin,175.0,2.8722813232690143,1,4.0,4,D Ferreira,
Right arm Fast,258.333,2.3143164446679725,0,inf,12,D Ferreira,
Right arm Legbreak,233.333,2.875181153713043,0,inf,6,D Ferreira,
Right arm Offbreak,25.0,0.5,0,inf,4,D Ferreira,
Left arm Fast,60.0,0.8944271909999159,1,5.0,5,MW Forde,
Left arm Fast,0.0,,0,inf,1,G Motie,
Left arm Fast,142.105,1.9239943830388155,0,inf,19,Tilak Varma,
Left arm Orthodox,83.333,1.1146408580454255,1,12.0,12,Tilak Varma,
Right arm Fast,169.333,1.9794439113544482,3,25.0,75,Tilak Varma,
Right arm Legbreak,142.857,1.8126539343499313,1,7.0,7,Tilak Varma,
Right arm Offbreak,70.968,0.8243602928775247,1,31.0,31,Tilak Varma,
Right arm Fast,250.0,2.1213203435596424,0,inf,2,Mukesh Kumar,
Left arm Fast,143.86,1.9641205216480218,4,14.25,57,YBK Jaiswal,
Left arm Orthodox,115.0,1.4244112357114616,1,20.0,20,YBK Jaiswal,
Left arm Wrist spin,170.0,1.949358868961793,1,20.0,20,YBK Jaiswal,
Right arm Fast,148.421,1.9992719839595274,3,31.667,95,YBK Jaiswal,
Right arm Legbreak,250.0,2.1213203435596424,0,inf,2,YBK Jaiswal,
Right arm Offbreak,230.0,2.1995297303020838,1,30.0,30,YBK Jaiswal,
Left arm Fast,132.353,1.551550314329707,2,17.0,34,RK Singh,
Left arm Orthodox,137.5,1.1877349391654208,0,inf,8,RK Singh,
Left arm Wrist spin,116.667,1.5859229221975182,0,inf,12,RK Singh,
Right arm Fast,198.765,1.9332215804227784,0,inf,81,RK Singh,
Right arm Legbreak,94.444,1.3491706481792793,1,18.0,18,RK Singh,
Right arm Offbreak,173.684,2.10402010085344,0,inf,19,RK Singh,
Left arm Fast,150.0,1.6787441193290353,1,12.0,12,JM Sharma,
Left arm Wrist spin,0.0,,0,inf,1,JM Sharma,
Right arm Fast,148.148,1.7180125004105622,3,9.0,27,JM Sharma,
Right arm Legbreak,125.0,1.6931233465600393,0,inf,16,JM Sharma,
Right arm Offbreak,170.0,2.5841396591085743,2,5.0,10,JM Sharma,
Left arm Wrist spin,0.0,,1,1.0,1,N Burger,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,N Burger,
Right arm Fast,50.0,0.5773502691896257,2,2.0,4,Usama Mir,
Right arm Fast,176.923,2.488434787634125,2,6.5,13,Abbas Afridi,
Left arm Fast,100.0,,0,inf,1,BV Sears,
Right arm Fast,20.0,0.4472135954999579,0,inf,5,BV Sears,
Right arm Legbreak,100.0,,0,inf,1,BV Sears,
Right arm Fast,0.0,0.0,1,3.0,3,Haseebullah Khan,
Right arm Fast,55.556,0.5270462766947299,0,inf,9,JA Clarkson,
Right arm Legbreak,125.0,1.8929694486000912,1,4.0,4,JA Clarkson,
Left arm Fast,33.333,0.5773502691896258,0,inf,3,T Sangha,
Right arm Fast,100.0,,0,inf,1,T Sangha,
Right arm Fast,66.667,0.5773502691896258,0,inf,3,CJ Green,
Left arm Orthodox,50.0,0.5773502691896257,1,4.0,4,Rahmat Shah,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,Rahmat Shah,
Left arm Fast,50.0,0.7071067811865476,1,2.0,2,Noor Ahmad,
Right arm Fast,25.0,0.5,1,4.0,4,Noor Ahmad,
Right arm Legbreak,75.0,0.5,0,inf,4,Noor Ahmad,
Right arm Offbreak,142.857,2.14919697074224,0,inf,7,Noor Ahmad,
Left arm Orthodox,58.065,1.0574873852167093,0,inf,31,Noor Ali Zadran,
Left arm Wrist spin,100.0,1.5491933384829668,1,6.0,6,Noor Ali Zadran,
Right arm Fast,78.571,1.05090228108783,0,inf,14,Noor Ali Zadran,
Right arm Legbreak,118.75,1.4705441169852742,0,inf,16,Noor Ali Zadran,
Right arm Offbreak,189.474,2.2826577307580465,0,inf,19,Noor Ali Zadran,
Left arm Orthodox,0.0,0.0,1,2.0,2,Shahidullah,
Right arm Fast,50.0,0.5773502691896257,0,inf,4,Shahidullah,
Right arm Legbreak,0.0,,1,1.0,1,Shahidullah,
Right arm Offbreak,233.333,2.6457513110645907,0,inf,9,Shahidullah,
Left arm Orthodox,50.0,0.5345224838248488,0,inf,8,Afsar Zazai,
Left arm Wrist spin,100.0,0.7071067811865476,0,inf,5,Afsar Zazai,
Right arm Fast,33.333,0.5163977794943223,1,6.0,6,Afsar Zazai,
Right arm Legbreak,60.0,0.5477225575051662,1,5.0,5,Afsar Zazai,
Right arm Fast,77.778,1.5634719199411433,0,inf,9,Qais Ahmad,
Right arm Offbreak,0.0,0.0,1,2.0,2,Qais Ahmad,
Right arm Offbreak,0.0,0.0,1,2.0,2,Zahir Khan,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,S Daniel,
Right arm Fast,200.0,2.309401076758503,1,4.0,4,S Daniel,
Left arm Fast,83.333,1.6020819787597222,0,inf,6,L Croospulle,
Left arm Orthodox,0.0,0.0,1,2.0,2,L Croospulle,
Right arm Fast,220.0,2.6832815729997477,0,inf,5,L Croospulle,
Left arm Fast,100.0,,0,inf,1,MNK Fernando,
Left arm Orthodox,100.0,2.0,0,inf,4,MNK Fernando,
Right arm Fast,0.0,0.0,1,3.0,3,MNK Fernando,
Left arm Fast,50.0,0.5477225575051662,0,inf,6,SSD Arachchige,
Left arm Orthodox,233.333,3.2145502536643185,0,inf,3,SSD Arachchige,
Left arm Wrist spin,50.0,0.5270462766947299,0,inf,10,SSD Arachchige,
Right arm Fast,40.0,0.5477225575051662,0,inf,5,SSD Arachchige,
Right arm Legbreak,83.333,0.408248290463863,0,inf,6,SSD Arachchige,
Right arm Legbreak,0.0,0.0,1,3.0,3,LU Igalagamage,
Left arm Wrist spin,60.0,0.8944271909999159,1,5.0,5,RS Fernando,
Right arm Legbreak,120.0,1.6431676725154984,0,inf,5,RS Fernando,
Left arm Wrist spin,0.0,,0,inf,1,SMLD Samarakoon,
Right arm Legbreak,50.0,0.7071067811865476,1,2.0,2,SMLD Samarakoon,
Left arm Fast,71.429,1.4960264830861913,0,inf,7,V Viyaskanth,
Left arm Wrist spin,40.0,0.5477225575051661,0,inf,5,V Viyaskanth,
Right arm Fast,100.0,0.0,0,inf,5,V Viyaskanth,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,V Viyaskanth,
Left arm Fast,0.0,0.0,0,inf,3,N Vimukthi,
Right arm Fast,60.0,0.5477225575051661,1,5.0,5,N Vimukthi,
Right arm Legbreak,60.0,0.8944271909999159,0,inf,5,N Vimukthi,
Left arm Fast,150.0,1.7320508075688772,0,inf,4,Omair Yousuf,
Left arm Orthodox,133.333,1.5275252316519468,0,inf,3,Omair Yousuf,
Right arm Fast,116.667,1.9462473604038073,0,inf,12,Omair Yousuf,
Right arm Legbreak,0.0,0.0,1,2.0,2,Omair Yousuf,
Left arm Orthodox,80.0,1.788854381999832,0,inf,5,Mirza Baig,
Right arm Fast,0.0,0.0,0,inf,5,Mirza Baig,
Left arm Fast,0.0,,1,1.0,1,Rohail Nazir,
Left arm Orthodox,90.0,1.911950719959998,0,inf,10,Rohail Nazir,
Right arm Fast,25.0,0.5,0,inf,4,Rohail Nazir,
Left arm Fast,125.0,1.8929694486000912,0,inf,4,Qasim Akram,
Left arm Wrist spin,0.0,0.0,1,2.0,2,Qasim Akram,
Right arm Fast,40.0,0.5477225575051662,0,inf,5,Qasim Akram,
Right arm Legbreak,66.667,0.5773502691896258,0,inf,3,Qasim Akram,
Left arm Fast,0.0,,1,1.0,1,Arafat Minhas,
Left arm Wrist spin,128.571,1.3801311186847085,0,inf,7,Arafat Minhas,
Right arm Fast,75.0,0.5,0,inf,4,Arafat Minhas,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,Arafat Minhas,
Left arm Fast,33.333,0.5773502691896258,1,3.0,3,Sufiyan Muqeem,
Left arm Fast,156.25,1.9653244007033546,2,8.0,16,AC Gilchrist,
Left arm Orthodox,150.0,2.345207879911715,1,6.0,6,AC Gilchrist,
